0,0,0,0,24.268,2.9407,0,0,0,0,0,0,0.60548,3.7292,5.372,4.739,0.53716,11.277
0,0,0,0,0,1.8705,16.617,26.791,984.68,125.53,0.60832,1.5404,4.3219,0.89294,0,0,0,0
0.32682,0,0,2.2556,4.0848,4.5157,3.8767,12.956,1507.1,182.08,2.297,2.6274,1.0442,9.4446,0.6405,0,0,0
0,0,0,0.59202,23.938,21.172,16.844,46.492,938.02,562.25,9.4106,0,56.721,43.068,8.9132,27.697,18.462,15.03
1.349,0,0,0,18.099,7.7945,17.751,58.093,770.82,144.22,0.76364,0.43936,0,0.52062,12.952,11.158,1.0334,54.006
28.644,0,0,3.5273,1.6267,33.54,15.204,16.292,218,8.5821,0.38768,0.77076,0.70642,14.722,0.22886,0,0,1.7242
19.056,0,0,0.51843,47.229,0,0.64073,0,0,0,0,0,0,14.55,0,0,0,16.203
12.358,0,0,3.2493,16.626,0,0,0,0,0,0,0,0,1.8907,0.31311,0,0,6.1289
0.8229,0,0,0,20.346,1.3957,3.9692,0.40564,1.3408,0,0,0,0.50076,12.299,0,0,0,0
0,0,0,0,54.018,5.1399,0,0,0,0,0,0,0.33835,2.6707,0,0,0,0
0.2795,1.4272,3.0196,10.386,15.546,0.45032,0.65674,0.73424,0.519,0.22081,1.4602,1.5907,2.67,2.0173,1.4809,2.2323,2.4827,0.1342
1.4933,0,0,4.1537,3.2824,0,0,0,0,0,0,0,0,5.3468,4.1413,1.1035,4.7975,7.8219
0,0,0,0,28.793,0,0,0,0,0,0,0,0,2.289,0,0,0,0
1.3101,0.98884,0.92274,1.3545,5.4717,1.8962,0.78735,0.22627,0.21391,0,0,0,0,0.22667,4.0237,1.3071,0.94066,1.0809
0.081791,0,0,0,0.79969,6.5172,2.1269,2.7041,2.3485,2.1725,0.37297,0.59749,2.1414,0.56905,0.11135,0,0.099776,0.090175
0,0,0,0,12.132,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,26.886,0.91498,0,0,0
0,0,0,0,8.3529,0,0,0,0,0,0,0,0,11.639,0,0,0,0
0,0,0,0,4.7004,1.4066,0,0,0,0,0,0,0.67454,24.501,0,0,0,0
