0,0,0,0,17.998,1.6522,0,0,3.3875,13.949,0,0,0,0,1.3508,1.5521,1.6538,1.6683
0,0,0,0,13.891,15.8,12.254,25.429,258.02,140.08,0,0,0,3.6789,0,0,0,0
0,0,0,0,53.121,78.198,27.234,43.856,120.24,30.392,0,0,0,3.8318,0,13.55,11.528,22.424
0,0,0,0.74143,71.83,93.636,58.001,20.721,79.041,5.7859,0,0.28434,0.43829,4.8915,12.731,8.2924,28.688,60.471
19.899,0,0,2.0074,18.073,56.257,24.066,10.258,17.751,0,0,0.49549,0,8.602,2.2431,0.587,14.026,42.2
0,3.8448,2.1779,4.9647,27.841,36.747,32.748,122.58,164.47,2.8128,0.92062,1.2438,10.487,3.4677,1.3586,0,0,0
0,0,0,0,29.203,38.076,20.547,28.555,49.906,0,0,0,0,0,0,0,0,0
0,0,0,0,11.25,0,1.5716,0,0,0,0,0,0,2.8971,0,0,0,0
12.883,0.35847,0,4.0837,158.45,15.763,8.6734,0,1.6118,0,0,0,0.76526,9.8884,0.48216,0,0,0
0,0,0,0,108.46,1.3172,0,0,0,0,0,0,0.52293,12.105,0,0,0,6.1811
0,0,0,1.3505,48.486,0,0,0,0,0,0,0,0,1.7368,6.3088,0,0,0
0,0,0,0,14.846,1.3464,0,0,0,0,0,0,0,15.779,0,0,0,0
0,0,0,0,4.4787,0,0,0,0,0,0,0,0,13.984,1.9917,2.1514,0,0.19734
0.7291,0,0,0,10.74,0,0,0,0,0,0,0,0.36496,5.1893,0,0,0,0
0,0,0,2.8056,1.4923,0.41492,0,0,0,0,0,0,1.0645,10.183,0,0,0,0
0.25605,0,0,0,4.4916,8.2719,0.30991,1.6307,1.8487,0,0.48441,1.5955,3.379,3.0894,0,0,0,0.45051
0,0,0.39525,0,11.017,0,0,0,0,0,0,0,0,14.525,0,0,0,0
