0.96871,0.0038772,0.0045845,0,0,0,0,0,0,0.013365,0.0028758,0,0,0,0.012297,0,0,0.24745
0.47218,0.83001,0,0.012132,0.18962,0.017664,0,0.03579,0,0.10719,0,0,0,0.13804,0,0.11669,0,0.079158
0.68548,0.17359,0.0051617,0.00068482,0,0,0,0,0,0,0,0,0,0,0.00076917,0.034228,0.32834,0.62529
0.21619,0.031796,0.014652,0.0091621,0.30913,0,0,0,0,0,0,0,0,0.06883,0.47423,0.016398,0.083592,0.78708
0.042926,0,0.0022746,0.0049682,0.54251,0.18327,0.15883,0.10402,0.31058,0.14711,0,0,0,0.30986,0.19982,0.59277,0.15287,0.073383
0.026637,0.0092778,0.0038396,0.0022427,0.30886,0.71126,0.4808,0.17209,0.27783,0,0,0,0,0,0.093113,0.14646,0.047337,0.16603
0.027637,0.0037437,0,0.0021854,0.4064,0.50373,0.076155,0.10277,0.0021685,0,0,0,0,0.0087792,0.026734,0.40779,0.43757,0.45321
0.12528,0.042159,0.012783,0.056854,0.64983,0.059798,0.0031175,0.0057384,0,0,0,0,0,0,0,0.030451,0.71959,0.18575
0.3191,0.22417,0.12392,0.21296,0.28909,0.031308,0.0072909,0,0.0028041,0.032593,0.014202,0.024253,0.053818,0.038354,0.026571,0.055911,0.49792,0.66681
0.4925,0.10136,0.2187,0.32227,0.35223,0,0,0,0,0,0.0061847,0.0069067,0.0034459,0.0031902,0,0.002121,0.003438,0.68651
0.26674,0.18925,0.079623,0.18691,0.26567,0.029445,0.0021878,0,0,0.018812,0,0,0,0.024242,0,0.0023305,0.16111,0.86799
0.92459,0.31191,0.098455,0.18037,0.015144,0,0,0,0,0,0,0,0,0,0,0,0,0.073423
0.51504,0,0,0.022284,0.76324,0.07851,0,0,0,0.095815,0,0,0,0.038497,0.0084774,0.016005,0.0089567,0.36671
0,0.04137,0.19134,0.20374,0.90882,0.30531,0.0071353,0.026255,0,0,0,0,0,0.0004688,0.0083535,0.013129,0,0.0037691
0.069718,0.0078968,0.066466,0.36901,0.91614,0.055358,0.093006,0,0,0.0016347,0.0053986,0,0,0.013506,0.0074957,0,0,0.056567
0,0,0,0.0072214,0.99949,0.030115,0,0,0,0,0.0028103,0,0,0.0059296,0.0028263,0,0.0036518,0
0.67896,0.038805,0.045387,0.46606,0.46503,0,0,0,0,0,0.0026809,0.029975,0.038547,0,0,0.013955,0.083486,0.30403
0.022167,0.077569,0.80146,0.46957,0.33669,0.13043,0.010759,0,0,0,0.0030122,0,0.0028158,0.0064303,0.0038594,0.0062818,0.0032425,0.006795
0.99278,0.060691,0.010682,0.010134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10239
0.026218,0.0054358,0.023068,0.12513,0.095144,0.30863,0.16797,0.13818,0.19591,0.17513,0.14356,0.48796,0.63157,0.19177,0.10292,0.092458,0.18735,0.11751
0.22259,0,0,0,0,0,0,0,0,0,0,0,0,0.14253,0.71848,0.59867,0.0073119,0.2355
0,0.12469,0.47986,0.2691,0.15308,0.2121,0.1188,0.13851,0.17944,0.34522,0.45319,0.30075,0.28581,0.15954,0.11364,0.099481,0.049982,0.019614
0.14332,0.15892,0.35798,0.35375,0.55857,0.48342,0.24496,0.18052,0.18861,0.10345,0.020875,0.010826,0.02134,0.054767,0.041073,0.051775,0.049066,0.074592
0.25297,0.49344,0.53848,0.098192,0.15401,0.26809,0.12513,0.03783,0.020771,0.037486,0.095233,0.13784,0.09792,0.096211,0.16001,0.25671,0.28537,0.24197
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12925,0.21847,0.13944,0.092094,0.11065,0.11109,0.30351,0.55074,0.45196,0.37012,0.28436,0.23368,0.078626,0.049912,0.037116,0.014502,0.017445,0.018036
0.1093,0.733,0.43387,0.36889,0.18276,0.15357,0.094807,0.061517,0.055949,0.014706,0.014982,0.080944,0.083517,0.063771,0.13476,0.10444,0.053719,0.05974
0.042436,0.020147,0.0093197,0.015056,0.11257,0.31316,0.044112,0.0077515,0.019188,0.03545,0.02661,0.02809,0.093411,0.1396,0.34985,0.79497,0.28444,0.13456
0.36371,0,0,0,0,0.0096628,0.095604,0.040093,0,0,0.89787,0.22517,0,0,0,0,0,0
0,0,0.0026009,0.35894,0.464,0.72486,0.2901,0.12533,0.054833,0.0011155,0,0.012668,0.013406,0.12626,0.088838,0.017556,0.011361,0.054394
