-1.0915,-0.68682,0.58394,-0.63254,0.31587,-0.17424,0.60468,0.077512,0.3263,-0.28899,0.54273,0.57916,0.16804
-1.1355,-0.76774,0.52837,-0.62394,0.35517,-0.33744,0.06712,-0.31021,-0.083717,6.3621e-05,0.26216,0.051345,-0.01274
-1.0914,-0.79268,0.78136,-0.24217,0.23792,0.13494,0.23061,-0.24609,0.37961,0.17399,0.13671,0.75928,0.055481
-1.0925,-0.84115,0.7317,-0.4843,0.29552,0.061827,-0.12355,0.20262,0.0082779,0.20131,0.2884,0.23523,0.30684
-1.1028,-0.77499,0.61689,-0.33827,0.39537,-0.10518,0.22963,-0.14195,0.39985,0.28154,0.023816,0.66453,0.24883
-1.0968,-0.76108,0.63937,-0.093135,0.21254,-0.17026,0.44877,-0.40927,-0.065928,0.69197,-0.34858,0.80208,0.29759
-1.1009,-0.85049,0.74701,-0.52116,0.28223,-0.19044,0.33211,-0.49941,0.34094,0.038751,-0.0031922,0.60772,-0.093065
-1.0949,-0.76547,0.63853,-0.47855,0.35769,0.093322,0.12493,0.065534,0.40815,0.34793,-0.19714,0.56932,0.32678
-1.1157,-0.75723,0.68757,-0.36428,0.34371,-0.12582,0.2699,-0.03047,-0.088356,0.35985,0.19969,0.18941,0.57838
-1.0973,-0.80957,0.61958,-0.31373,0.33241,-0.28458,0.3205,-0.30167,0.29472,-0.17604,0.30413,0.40155,-0.19586
-1.1044,-0.77691,0.75251,-0.4242,0.47062,-0.35479,0.68234,-0.36657,0.38294,0.32615,0.11675,0.69047,0.16182
-1.1015,-0.7951,0.52662,-0.51948,0.45186,-0.29111,0.15253,-0.16753,-0.1659,0.45569,0.20003,0.25973,-0.22652
0.094832,-0.4903,-1.5493,-1.2703,-0.36396,-0.46513,-1.8509,-0.13593,-0.7028,-0.33659,-0.66105,0.34252,-0.62955
0.019272,-0.29919,-1.2113,-1.0883,-0.16683,-0.39024,-2.1132,-0.069911,-0.39965,-0.41381,-0.51963,0.60159,-0.45296
-1.0918,-0.80616,0.71117,-0.36539,0.34946,-0.10858,-0.0083849,0.30803,-0.15209,0.15027,0.41806,0.40766,0.0863
-0.51961,-1.5002,-0.71523,1.0823,0.59622,-0.044304,-0.56269,-0.38961,0.22033,0.54337,-0.55711,0.77608,0.44531
-0.15597,-1.7848,-1.1562,0.71566,0.14545,-0.59907,-0.17771,0.046,-0.3102,0.84912,0.21279,0.14492,0.45743
-0.003206,-1.9767,-1.5396,0.61916,0.14161,-0.21871,-0.022209,0.0014352,-0.35133,1.3266,0.35974,1.2516,0.1344
0.039015,-1.7661,-1.4695,-0.40403,-0.053583,-0.46435,0.20763,0.53694,-1.2607,1.2949,1.0175,0.66695,0.88004
0.19182,-1.4559,-1.174,-0.73403,-0.54256,-0.94273,-0.41356,-1.434,0.16377,-0.086779,-0.53081,1.35,-0.55407
0.1989,-1.2278,-1.2421,-0.36975,0.228,-0.69907,-1.6163,-1.3539,-0.85991,-1.1614,-1.3616,-0.92132,0.043076
0.16841,-0.76414,-1.0822,-0.5453,-0.040866,-0.32135,-0.54649,-0.42625,-0.4647,0.63273,0.093851,0.69085,-1.1666
0.52265,-0.56131,-0.70466,-0.85263,-0.07517,-0.42888,-0.94694,-0.10932,0.26154,0.92017,0.12961,0.25325,-0.52917
-0.015717,-0.34301,0.12319,1.1007,-0.08118,1.6812,0.041522,-0.80529,-0.79678,0.1656,-0.68409,-0.075286,-0.13419
0.91561,1.4341,0.23142,-1.3109,-1.2497,-0.32838,-0.13041,0.84223,-0.98363,-1.9952,1.908,-1.6691,-0.55014
1.3261,1.1274,-0.020819,-1.4852,-1.325,-0.51802,0.10217,1.4072,-1.2639,-2.3052,2.4619,-1.1747,0.51229
1.3577,1.1314,0.075101,-1.5168,-1.5796,-0.30547,0.10269,1.1946,-1.4528,-2.596,2.4729,-1.3936,0.52143
1.3519,1.0925,-0.042566,-1.5806,-1.6623,-0.67153,0.36046,1.4347,-1.2391,-2.7379,2.9256,-1.6208,0.92657
1.3768,1.1111,0.0037836,-1.4718,-1.7393,-0.55273,0.20283,1.1648,-1.254,-2.469,2.4219,-1.8081,0.77668
1.3823,1.1231,0.11551,-1.5946,-1.8104,-0.57439,0.039209,1.1874,-1.0551,-2.433,2.0718,-1.7131,1.0355
1.3282,1.1551,0.10243,-1.3909,-2.0173,-0.50357,0.01568,1.5068,-1.107,-2.0687,1.9838,-1.8142,1.3584
1.3331,1.1276,0.28335,-1.2897,-1.9006,-0.84707,0.16199,1.0925,-0.86587,-2.2153,1.8713,-2.0521,1.4217
1.3224,1.1135,0.39945,-1.085,-2.056,-1.0097,-0.11004,1.2012,-0.79831,-1.7315,1.4408,-1.8973,1.1467
1.2464,1.1143,0.58336,-0.97157,-2.1253,-1.2227,-0.076871,1.301,-0.38775,-1.7644,1.4766,-1.956,1.3411
1.19,1.109,0.80926,-0.81114,-2.0459,-1.4011,-0.019789,0.95545,-0.10867,-1.8724,1.3403,-2.124,1.2975
1.1372,1.1965,0.85657,-0.61932,-2.1681,-1.5519,-0.2858,0.77618,0.27411,-1.8307,1.5889,-2.4892,1.4003
1.0587,1.2412,0.98814,-0.68233,-2.1645,-1.6381,-0.31552,0.83923,0.45149,-1.6442,1.5808,-2.5337,1.437
1.0119,1.2534,1.0704,-0.73151,-2.0989,-1.552,-0.17474,0.56709,0.55498,-1.6235,1.421,-2.6535,1.1184
1.0341,1.2317,1.1713,-0.70923,-2.1586,-1.5947,-0.38712,0.61588,0.50007,-1.4918,1.2784,-2.6564,0.81815
1.0078,1.2629,1.1954,-0.75237,-2.2367,-1.5273,-0.48653,0.62535,0.58637,-1.3913,1.4125,-2.6936,0.99242
0.96506,1.2864,1.151,-0.75807,-2.1971,-1.3904,-0.51958,0.89869,0.34961,-1.4587,1.3861,-2.4969,0.84046
1.0015,1.2735,1.0851,-0.71419,-2.2008,-1.2193,-0.76314,1.0226,0.083622,-1.3687,1.1755,-2.4855,0.445
0.99692,1.2987,1.0473,-0.73905,-2.2591,-1.3512,-0.7952,1.1061,0.29108,-1.7996,1.8408,-2.9477,1.0671
0.96857,1.3042,1.0059,-0.84965,-2.258,-1.2083,-0.93642,1.514,0.13927,-1.7761,1.6791,-2.5734,0.87887
1.0138,1.2699,0.89408,-1.0116,-2.1163,-0.98213,-1.1316,1.6211,-0.017819,-2.042,1.5724,-2.5697,0.59672
1.0585,1.2456,0.78921,-1.1702,-2.0324,-1.0341,-1.5607,2.23,-0.21408,-2.4583,1.8712,-2.2233,0.43019
1.0952,1.1661,0.68836,-1.7514,-1.6171,-1.054,-1.6613,2.409,0.079231,-3.3516,2.3217,-1.6636,0.71447
1.1911,1.2287,0.00094868,-1.9919,-1.4271,-0.030659,-2.1538,2.4731,-0.4175,-3.439,1.8754,-0.97036,0.66028
1.2386,1.2456,-0.34119,-2.3266,-1.1692,0.34722,-2.412,2.1576,-0.086548,-3.9605,2.1674,-0.5793,1.2317
1.2318,1.2731,-0.65952,-2.5737,-0.95444,1.0585,-2.8095,2.0034,-0.11424,-3.0825,2.2271,-0.56716,1.3557
1.241,1.2594,-0.78663,-2.7483,-0.58712,1.4165,-2.9293,0.83387,0.238,-2.6967,2.3252,-1.3126,1.872
1.2364,1.2642,-0.88448,-2.6578,-0.66683,1.7647,-3.4225,0.60045,0.055997,-2.0445,2.2318,-1.5327,1.9195
1.1941,1.2258,-0.86085,-2.8904,-0.54481,1.9891,-3.4725,0.29917,0.12791,-1.3012,2.1482,-1.5562,2.0228
1.1164,1.3736,-0.99016,-2.7642,-0.47611,2.2102,-3.5753,-0.058614,0.0083572,-0.9669,1.9067,-1.9546,1.7017
1.0734,1.4138,-1.0488,-2.7058,-0.55121,2.5429,-4.0135,-0.03515,-0.3832,-0.37528,1.5307,-1.7079,0.99187
1.0072,1.3187,-0.82094,-2.9846,-0.36856,2.4823,-3.7458,-0.37639,-0.092232,0.053953,1.5578,-1.6211,1.0202
0.97891,1.366,-0.75882,-2.8804,-0.24867,2.5715,-3.7427,-0.60591,-0.48807,0.05954,1.1962,-2.1055,1.0828
0.96968,1.2959,-0.60976,-3.0011,-0.19476,2.6814,-3.8079,-0.78051,-0.63071,0.29349,0.91032,-2.01,1.0362
0.87959,1.3752,-0.53381,-2.8322,-0.053521,2.4714,-3.7856,-0.73099,-0.72452,-0.018777,0.96076,-2.0416,1.0951
0.81633,1.3827,-0.29566,-3.0797,0.091347,2.4909,-4.0029,-0.67109,-0.83272,0.22124,0.28956,-1.6001,1.1104
0.67706,1.494,-0.40514,-2.7152,0.26268,2.3437,-3.8019,-0.50529,-0.90195,-0.29073,-0.39174,-1.2749,0.93061
0.54739,1.519,-0.12978,-2.5771,0.60175,1.9444,-3.3026,-0.57123,-0.86221,-0.7821,-0.45675,-1.0781,0.56388
0.38503,1.5893,0.028722,-2.3633,0.89047,1.9973,-3.7097,-0.27901,-0.53626,-1.0809,-0.63451,-1.101,0.12499
0.26136,1.5012,0.20223,-1.5622,0.99249,1.0649,-2.6561,-0.43122,-0.4637,-1.127,-0.24369,-0.93372,-0.96804
0.11621,1.3921,0.45421,-0.93885,1.1972,0.48745,-2.1724,-0.7031,0.016418,-1.2817,-1.1902,-0.46722,-1.198
0.052898,1.2481,0.05153,-0.55434,1.5621,0.63825,-1.7301,0.060471,0.41878,-1.4651,-1.0181,-0.84343,-3.1284
-0.051187,1.2354,0.64452,-0.15614,1.4591,0.0052603,-1.8178,0.26354,-0.46366,-2.4569,-1.5987,-0.2749,-1.0841
-0.11621,1.1005,0.38728,0.032839,1.7129,0.2221,-1.3239,-1.5751,-1.0513,-1.743,-1.4406,0.66715,-0.77911
-0.20781,0.78277,0.14192,0.23696,1.7996,0.17825,-1.2997,-1.3015,-0.69037,-2.4447,-1.3983,-0.66148,-0.095373
-0.39672,0.50014,0.18469,0.51301,1.5424,-0.37879,-0.8336,-0.62048,-1.2997,-1.962,-1.6416,0.051573,-0.38208
-0.65115,-0.027677,-0.47423,-0.0028537,1.4902,-0.28969,-1.4186,-0.62829,-0.55591,-0.78673,-0.89045,0.29265,-1.2531
-0.80117,-0.35264,-0.67791,-1.1923,0.34564,-0.5708,-1.2558,-0.15422,-0.92624,-0.35508,0.31451,1.3875,1.5092
-0.85503,-0.32822,-0.30829,-0.58534,0.71735,0.022705,-0.12869,-0.51785,-0.22193,-1.2563,-0.088362,0.36996,0.43847
-0.95294,-0.46109,-0.26657,-1.3746,0.56347,0.93631,0.11252,-0.74245,-0.69616,-0.8015,-1.4265,0.89845,0.67561
-0.95161,-0.4136,0.29632,-0.39355,0.58636,0.78753,0.24482,-0.6653,-1.455,-0.74882,-0.91483,0.60092,0.0044613
-1.0728,-0.572,0.40548,-0.54498,0.14877,-0.14416,0.83713,1.1017,0.02059,-0.29642,-0.24218,0.53431,0.080899
-1.0756,-0.5821,0.6751,-0.14869,0.43125,-0.17489,0.27135,-0.056722,-0.4111,-0.075217,-0.86607,-0.54884,0.14222
-1.0975,-0.6256,0.82362,-0.11255,0.31658,-0.084673,0.10699,-0.55625,0.18289,-0.092828,0.18895,0.95545,-0.076165
-1.1051,-0.73709,0.67827,-0.38732,0.35985,-0.22367,0.053982,-0.04571,0.19843,0.24059,0.10449,0.99736,0.099793
-1.1185,-0.70456,0.55598,-0.061101,0.16461,0.064975,0.25278,-0.48571,0.37441,-0.010559,0.23948,0.45153,0.087016
-1.1094,-0.71236,0.58561,-0.29543,0.54846,-0.4401,0.64917,0.17937,-0.18863,0.48021,0.63659,0.35266,0.25344
-1.119,-0.77357,0.51848,-0.77919,0.5941,-0.46039,-0.042179,-0.15207,-0.10667,0.40166,-0.049028,-0.024184,0.33255
-1.1024,-0.76228,0.67674,-0.18663,0.36728,-0.22585,0.75349,-0.30047,0.28522,0.64331,0.10943,0.66323,0.45125
-1.1245,-0.74395,0.46406,-0.31257,0.2525,-0.080956,0.24398,-0.51605,0.17061,0.30578,0.26121,-0.023158,0.55706
-1.1115,-0.79539,0.67765,-0.46364,0.29671,-0.071557,0.048175,0.12458,-0.14745,0.49415,-0.18505,0.67461,-0.14828
-1.0952,-0.81103,0.63136,-0.24193,0.23126,0.049093,0.24975,-0.30765,0.31203,0.40196,-0.12786,0.77357,-0.15043
-1.1164,-0.78828,0.71206,-0.555,0.37907,-0.14541,0.068055,0.22975,-0.23518,0.15118,0.68526,-0.050676,0.56525
